Tipo_Cambio,ID_Padre,SHA256_Texto_Padre,Fecha,IDs_Antes,Actores_Antes,ID_Actual,Actor_Actual,Fuente_Actor,Tipo_Acta,ID_Turno,Relacion_Turno,Alertas_Actuales,Texto_Actual
ESTRUCTURAL,2622,5426afc76089e253b26fd2f323058ac46d92490efc1ff8e87529fa762600108d,2009-07-09,3721;3722;3723;3724,Enrique Marshall Rivera;Claudio Soto Gamboa;José De Gregorio Rebeco;Pablo García Silva,3724,Claudio Soto Gamboa,SUJETO_NOMBRE,,RPM-2009-07-09:T47,INICIO_EXPLICITO,FINAL_SIN_PUNTUACION,"El señor Claud io Soto precisa que se trata de 7,3%,"
ESTRUCTURAL,2622,5426afc76089e253b26fd2f323058ac46d92490efc1ff8e87529fa762600108d,2009-07-09,3721;3722;3723;3724,Enrique Marshall Rivera;Claudio Soto Gamboa;José De Gregorio Rebeco;Pablo García Silva,3725,José De Gregorio Rebeco,SUJETO_ROL_SESION,,RPM-2009-07-09:T48,INICIO_EXPLICITO,,"a lo cual el Presidente señala que es más fuerte aún y que le llama la atención que ese -4,8% sea menor que el -2,1% contemplado en el Informe del primer trimestre ."
ESTRUCTURAL,2622,5426afc76089e253b26fd2f323058ac46d92490efc1ff8e87529fa762600108d,2009-07-09,3721;3722;3723;3724,Enrique Marshall Rivera;Claudio Soto Gamboa;José De Gregorio Rebeco;Pablo García Silva,3726,Pablo García Silva,SUJETO_ROL_SESION,,RPM-2009-07-09:T49,INICIO_EXPLICITO,FINAL_SIN_PUNTUACION,El Gerente de División Estudios aclara que se trata de las velocidades
ESTRUCTURAL,2622,5426afc76089e253b26fd2f323058ac46d92490efc1ff8e87529fa762600108d,2009-07-09,3721;3722;3723;3724,Enrique Marshall Rivera;Claudio Soto Gamboa;José De Gregorio Rebeco;Pablo García Silva,3727,Claudio Soto Gamboa,CONTEXTO_REVISADO,,RPM-2009-07-09:T50,SIN_CONTINUIDAD_CONFIRMADA,,y el Gerente de Anális is Macroeconómico agrega que las variaciones trimestre a trimestre hay que multiplicarlas por cuatro para sacar las velocidades.
ESTRUCTURAL,2635,0e2243330049b9e11e9fefa42ca1e942ccb675f8d11d95f0d884c0a9dade1851,2009-07-09,3752;3753;3754;3755,José De Gregorio Rebeco;Claudio Soto Gamboa;José De Gregorio Rebeco;Pablo García Silva,3755,José De Gregorio Rebeco,SUJETO_ROL_NOMBRE,,RPM-2009-07-09:T76,INICIO_EXPLICITO,FINAL_SIN_PUNTUACION,"El Presidente señor José De Gregorio afirma que los porcentajes mencionados corresponden al promedio, por lo que estima que la mediana es más baja,"
ESTRUCTURAL,2635,0e2243330049b9e11e9fefa42ca1e942ccb675f8d11d95f0d884c0a9dade1851,2009-07-09,3752;3753;3754;3755,José De Gregorio Rebeco;Claudio Soto Gamboa;José De Gregorio Rebeco;Pablo García Silva,3756,Claudio Soto Gamboa,SUJETO_NOMBRE,,RPM-2009-07-09:T77,INICIO_EXPLICITO,,"a lo cual el señor Claudio Soto confirma lo expuesto en cuanto a que se trata de los promedios. En general, acota, que las expectativas de inflación de esta fecha a un año son bajas y que en la Encuesta de Expectativas a dos años se sitúa en 3%. Respecto de la Tasa de Política Monetaria, el Gerente de Análisis Macroeconómico señala que las encuestas de expectativas a julio arrojan una TPM más baja y que de la curva forward se puede inferir que las expectativas para esta se ubican en 0,5% para los próximos meses y en torno a 2% para mediados del año 2010, y destaca que cerca de 60 pb del aumento de la curva forward se explican por nuevos benchmarks nominales."
ESTRUCTURAL,2635,0e2243330049b9e11e9fefa42ca1e942ccb675f8d11d95f0d884c0a9dade1851,2009-07-09,3752;3753;3754;3755,José De Gregorio Rebeco;Claudio Soto Gamboa;José De Gregorio Rebeco;Pablo García Silva,3757,José De Gregorio Rebeco,SUJETO_ROL_NOMBRE,,RPM-2009-07-09:T78,INICIO_EXPLICITO,FINAL_SIN_PUNTUACION,"El Presidente señor José De Gregorio plantea que con los nuevos benchmarks la curva ha sido mucho más elevada que la forward que se deriva como modelo,"
ESTRUCTURAL,2635,0e2243330049b9e11e9fefa42ca1e942ccb675f8d11d95f0d884c0a9dade1851,2009-07-09,3752;3753;3754;3755,José De Gregorio Rebeco;Claudio Soto Gamboa;José De Gregorio Rebeco;Pablo García Silva,3758,Pablo García Silva,SUJETO_ROL_SESION,,RPM-2009-07-09:T79,INICIO_EXPLICITO,,"a lo cual el Gerente de División Estudios indica que ello es efectivo, pero que la dirección del diagnóstico es la misma, esto es, que si se hubiera aplanado la curva forward, se habría generado un problema."
ESTRUCTURAL,2635,0e2243330049b9e11e9fefa42ca1e942ccb675f8d11d95f0d884c0a9dade1851,2009-07-09,3752;3753;3754;3755,José De Gregorio Rebeco;Claudio Soto Gamboa;José De Gregorio Rebeco;Pablo García Silva,3759,José De Gregorio Rebeco,CONTEXTO_REVISADO,,RPM-2009-07-09:T80,SIN_CONTINUIDAD_CONFIRMADA,,"En opinión del señor Presidente, lo expresado significa que el mercado sigue más la proyección del Banco que hace algunos meses."
SOLO_METADATOS,2662,ff85299eb677bad979ef217ccd1d910e2bd9ad4a1efb36e1a6dc275b4404e6f2,2009-08-13,3802;3803;3804;3805,Pablo García Silva;Sebastián Claro Edwards;Pablo García Silva;Sergio Lehmann Beresi,3806,Pablo García Silva,SUJETO_ROL_SESION,,RPM-2009-08-13:T15,INICIO_EXPLICITO,,"El Gerente de División de Estudios indica que desconoce cuál es la metodología de cálculo utilizada por la OCDE, pero que cree que lo hacen a través de un filtro estadístico estándar. La diferencia, agrega, es que el ejercicio no se remite al resultado del filtro sino que se complementa con una evaluación juiciosa de sus resultados, en particular de considerar si la caída que arroja en la PTF es coherente con los resultados que se obtienen de modelos con fundamentos económicos."
SOLO_METADATOS,2662,ff85299eb677bad979ef217ccd1d910e2bd9ad4a1efb36e1a6dc275b4404e6f2,2009-08-13,3802;3803;3804;3805,Pablo García Silva;Sebastián Claro Edwards;Pablo García Silva;Sergio Lehmann Beresi,3807,Sebastián Claro Edwards,SUJETO_ROL_NOMBRE,,RPM-2009-08-13:T16,INICIO_EXPLICITO,,"El Consejero señor Claro reitera que su duda es sobre cuál es la magnitud de la corrección juiciosa que se realiza sobre el resultado del filtro estadístico, por cuanto no tiene claro si corresponden a una magnitud significativa o no."
SOLO_METADATOS,2662,ff85299eb677bad979ef217ccd1d910e2bd9ad4a1efb36e1a6dc275b4404e6f2,2009-08-13,3802;3803;3804;3805,Pablo García Silva;Sebastián Claro Edwards;Pablo García Silva;Sergio Lehmann Beresi,3808,Pablo García Silva,SUJETO_NOMBRE,,RPM-2009-08-13:T17,INICIO_EXPLICITO,,"Al respecto, el señor Pablo García señala que no se dispone del detalle de la magnitud del ajuste que se hace sobre el resultado estadístico. No obstante, cree que dada la calda del producto en los últimos trimestres y el efecto que ello tiene al momento de aplicar el filtro estadístico, es posible que la caída de la PTF fuese bastante mayor. Agrega que, en todo caso, es difícil considerar que la PTF haya tenido un deterioro tan grande como el que podría observarse de solo aplicar el filtro y que, claramente, en ese caso hay un problema estadístico por la construcción de la metodología y el momento cíclico de la economía."
SOLO_METADATOS,2662,ff85299eb677bad979ef217ccd1d910e2bd9ad4a1efb36e1a6dc275b4404e6f2,2009-08-13,3802;3803;3804;3805,Pablo García Silva;Sebastián Claro Edwards;Pablo García Silva;Sergio Lehmann Beresi,3809,Sergio Lehmann Beresi,SUJETO_ROL_SESION,,RPM-2009-08-13:T18,INICIO_EXPLICITO,,"El Gerente de Análisis Internacional retoma su presentación, señalando que la variación en 12 meses de los registros de inflación ha seguido cayendo en las principales economías mundiales y que las proyecciones de inflación, en particular para el año 2010, muestran, en el margen, una leve revisión al alza. En materia de primas por liquidez, el Gerente de Análisis Internacional indica que. si bien hay pocas novedades al respecto, es preciso dar cuenta que estas han mantenido una trayectoria a la baja, aun cuando todavía están por encima de los niveles alcanzados antes de la crisis. Agrega que, probablemente, tomará muchos años para volver a dicho nivel, pero que las cifras reflejan que ha habido o han continuado las buenas noticias por ese lado. A continuación,."
ESTRUCTURAL,2664,c78ff05d7a93005e5594a4cb2ce2b32fe95a9200f9df39fc2d2251b92b50c8a8,2009-08-13,3807;3808,José De Gregorio Rebeco;Sergio Lehmann Beresi,3811,José De Gregorio Rebeco,SUJETO_ROL_SESION,,RPM-2009-08-13:T19,INICIO_EXPLICITO,,"El Presidente afirma que la forma de la curva chilena es parecida o igual a la de los países desarrollados, y luego consulta sí hay technicality en el quiebre de un año y por qué todas las curvas tienen un quiebre tan fuerte en un año."
ESTRUCTURAL,2664,c78ff05d7a93005e5594a4cb2ce2b32fe95a9200f9df39fc2d2251b92b50c8a8,2009-08-13,3807;3808,José De Gregorio Rebeco;Sergio Lehmann Beresi,3812,Pablo García Silva,SUJETO_ROL_SESION,,RPM-2009-08-13:T20,INICIO_EXPLICITO,FINAL_SIN_PUNTUACION,"El Gerente de División de Estudios responde que ello obedece a que hay un cambio de la frecuencia del eje del gráfico, que primero va mes a mes y luego año a año,"
ESTRUCTURAL,2664,c78ff05d7a93005e5594a4cb2ce2b32fe95a9200f9df39fc2d2251b92b50c8a8,2009-08-13,3807;3808,José De Gregorio Rebeco;Sergio Lehmann Beresi,3813,Sergio Lehmann Beresi,SUJETO_NOMBRE,,RPM-2009-08-13:T21,INICIO_EXPLICITO,,a lo cual el señor Lehmann acota que es un tema visual.
ESTRUCTURAL,2670,81bbb42efb6bfd5442c5d2d760088e7730f873b620e1211cd81ecfb3bac3f574,2009-08-13,3821,José De Gregorio Rebeco,3826,José De Gregorio Rebeco,SUJETO_ROL_NOMBRE,,RPM-2009-08-13:T34,INICIO_EXPLICITO,FINAL_SIN_PUNTUACION,"El Presidente De Gregorio pregunta en cuánto cerrará el cuarto trimestre,"
ESTRUCTURAL,2670,81bbb42efb6bfd5442c5d2d760088e7730f873b620e1211cd81ecfb3bac3f574,2009-08-13,3821,José De Gregorio Rebeco,3827,Pablo García Silva,SUJETO_ROL_SESION,,RPM-2009-08-13:T35,INICIO_EXPLICITO,,"a lo cual el Gerente de División de Estudios responde que si se hace un ejercicio muy simple, que es mantener la velocidad registrada en junio para todos los meses del segundo semestre, que fue de 0,7%, la variación anual sería cercana a -1%, mientras que si se mantienen velocidades parecidas a las que se tenían en el IPoM de mayo, esta sería de -1,5%. Indica que ello es coherente con la discusión del último mes, cuando se tenían cifras más negativas que ese 0,7%, en que para llegar a un nivel de crecimiento en el año similar al del IPoM, tenían que registrarse expansiones anualizadas de entre 10 y 15%. Ahora, añade, como se cuenta con datos más alentadores, se necesitan cifras en torno a 8 ó 10%."
ESTRUCTURAL,2671,2df6e74c87d01b6606585e58d81dc64d258928adc998231a1617c61761c985e6,2009-08-13,3822,Claudio Soto Gamboa,3828,Claudio Soto Gamboa,SUJETO_NOMBRE,,RPM-2009-08-13:T36,INICIO_EXPLICITO,,"El señor Claudio Soto explica que hay factores que no son públicos, que se van corrigiendo por las correcciones de cuentas. De todas maneras, el 6,9% que se proyecta para el tercer trimestre es una velocidad alta, pero no tanto desde una perspectiva histórica. Menciona que se han registrado velocidades de esta magnitud en períodos de recuperación de una crisis, por lo que podría haber un rebote fuerte, pero se tiene cierta incertidumbre respecto de la velocidad del mismo en el tercer trimestre. En relación con el mercado laboral, el Gerente de Análisis Macroeconómico señala que la tasa de desempleo llegó a 10,7%, pero que si se desestacionaliza la serie, la tasa es de 10,1%, algo superior al 10% del mes previo. Ello se explica fundamentalmente por una tasa de empleo que sigue cayendo a tasas de 1% anual y por una fuerza de trabajo que mantiene tasas de crecimiento bastante estables en los últimos meses. De todas maneras, se observa que el empleo ha dejado de caer en el margen, principalmente por un fuerte aumento en el empleo por cuenta propia."
ESTRUCTURAL,2671,2df6e74c87d01b6606585e58d81dc64d258928adc998231a1617c61761c985e6,2009-08-13,3822,Claudio Soto Gamboa,3829,Pablo García Silva,SUJETO_ROL_SESION,,RPM-2009-08-13:T37,INICIO_EXPLICITO,FINAL_SIN_PUNTUACION,"Ante la solicitud del señor Ministro de Hacienda sobre mayores antecedentes de este último, el Gerente de División de Estudios indica que la dinámica del año 1999 fue similar, cuando se produjo un aumento en el empleo por cuenta propia al mismo tiempo que el asalariado estaba cayendo,"
ESTRUCTURAL,2671,2df6e74c87d01b6606585e58d81dc64d258928adc998231a1617c61761c985e6,2009-08-13,3822,Claudio Soto Gamboa,3830,Claudio Soto Gamboa,SUJETO_NOMBRE,,RPM-2009-08-13:T38,INICIO_EXPLICITO,,"a lo cual el señor Claudio Soto agrega que en 1998 se registró un alto nivel de servicios comunales, el que se repite ahora, conforme lo indica el último dato disponible."
ESTRUCTURAL,2674,d0bf1f145f07f3db3c185f7076213df875edad8f8c7939c209fd9dbbdae088aa,2009-08-13,3826;3827;3828;3829;3830;3831;3832,Claudio Soto Gamboa;Kevin Cowan Logan;Igal Magendzo Weinberger;Claudio Soto Gamboa;Enrique Marshall Rivera;Claudio Soto Gamboa;Andrés Velasco Brañes,3834,Claudio Soto Gamboa,SUJETO_NOMBRE,,RPM-2009-08-13:T41,CONTINUIDAD_EXPLICITA,,"El señor Claudio Soto continúa, señalando que la proyección contempla precios de la gasolina un poco más elevados que la semana anterior. De esta manera, su precio se aproximaría lentamente hacia los $ 600 de aquí a fines de año y luego se estancaría. Hace presente que, considerando todos los elementos disponibles para el análisis, se proyecta una inflación para agosto de 0%, con caídas en el IPC subyacente , ya que se estima que puede haber reducciones adicionales en los precios del equipamiento para la vivienda y también del vestuario, como consecuencia de un tema estacional. Dado lo anterior, la inflación en doce meses sería negativa el próximo mes y hasta diciembre y, según las proyecciones, diciembre cerraría con un -0,8%. En cuanto a la composición de la inflación, se advierte que los sectores resto no solo van contribuyendo cada vez menos a ella, sino que han comenzado a contribuir negativamente a la inflación en doce meses, mientras que los combustibles empiezan a hacerlo positivamente. En relación con este tema, el señor Soto indica finalmente que los modelos alternativos proyectan, en general, inflaciones a diciembre en un rango de entre -1 y -2%, aclarando que estas cifras son similares a las proyecciones del mercado, que están en -1%. Al proseguir con su exposición, el Gerente de Análisis Macroeconómico se refiere ahora a los mercados financieros. Respecto de las tasas, menciona que la noticia más destacada del mes es la caída importante de la tasa de los bonos a dos años, tanto los reales como los nominales, lo que explica el empinamiento adicional de la curva. Las tasas de colocaciones, por su parte, han seguido cayendo en el margen, aunque las correspondientes a las colocaciones de consumo a 90 y 360 días y a las letras de crédito, registran una leve alza. Agrega que la caída de estas tasas es significativa desde su peak, registrado durante la primera semana de diciembre del año pasado, cuya magnitud varía desde los casi 700 puntos base en el caso de la tasa de colocación de consumo a 90 y 360, hasta 1.400 puntos base en el caso de la de consumo de tres años y más. El Consejero señor Enrique í\/larshall plantea que esa comparación es un poco tramposa, ya que los riesgos de fondeo y de refinanciamiento a los bancos, presentes en el periodo octubre-noviembre más que durante la primera semana de diciembre citada, han desaparecido, en buena medida gracias a las acciones del Banco Central y del Ministerio de Hacienda. Luego, señala que resulta normal que haya una caída respecto de ese peak, simplemente porque desapareció un riesgo. El Gerente de Análisis Macroeconómico manifiesta que las tasas de colocación de consumo y comerciales del BancoEstado han sido más bajas que las del sistema hasta lo más reciente, pero que los últimos datos indican que ellas han aumentado y se aproximan a las del resto del sistema. Sus tasas hipotecarias, en cambio, no solo son más altas que las del sistema, porque el segmento al cual el BancoEstado presta es más riesgoso, sino que las caídas que registran son mucho más pronunciadas. Prosiguiendo con su presentación, el Gerente señor Claudio Soto menciona que los spreads entre las tasas de colocación y captación han aumentado y son comparables con otros episodios de stress financiero. Asimismo, indica que si bien estos siguen altos, han disminuido respecto del primer semestre del año pasado, que correspondió a la primera etapa de la crisis. Agrega que los spreads de las tasas a los diferentes plazos han subido y han tenido un comportamiento bastante volátil y que, a pesar de su volatilidad en el último tiempo, esta no ha sido muy distinta de la registrada en años anteriores. En cuanto al diferencial entre las tasas mínimas y máximas, hace presente que hay una tendencia creciente en su dispersión, la que probablemente se explica por la penetración del crédito a sectores que son más riesgosos. Explica que la tendencia es más bien secular, la que puede haberse intensificado a fines del año pasado por el aumento de la percepción de riesgo, pero que ha tendido ha retroceder en el margen."
ESTRUCTURAL,2674,d0bf1f145f07f3db3c185f7076213df875edad8f8c7939c209fd9dbbdae088aa,2009-08-13,3826;3827;3828;3829;3830;3831;3832,Claudio Soto Gamboa;Kevin Cowan Logan;Igal Magendzo Weinberger;Claudio Soto Gamboa;Enrique Marshall Rivera;Claudio Soto Gamboa;Andrés Velasco Brañes,3835,Kevin Cowan Logan,SUJETO_ROL_NOMBRE,,RPM-2009-08-13:T42,INICIO_EXPLICITO,,"El Gerente de División Política Financiera señor Kevin Cowan aclara que el señor Claudio Soto se está refiriendo al promedio de la dispersión por banco, ya que por cada uno de ellos se calcula la dispersión y el promedio. Añade que no se considera el hecho de que cierto banco haya entrado al mercado y sea más bancarizador, sino que se toma lo que ha estado haciendo cada uno de ellos."
ESTRUCTURAL,2674,d0bf1f145f07f3db3c185f7076213df875edad8f8c7939c209fd9dbbdae088aa,2009-08-13,3826;3827;3828;3829;3830;3831;3832,Claudio Soto Gamboa;Kevin Cowan Logan;Igal Magendzo Weinberger;Claudio Soto Gamboa;Enrique Marshall Rivera;Claudio Soto Gamboa;Andrés Velasco Brañes,3836,Igal Magendzo Weinberger,SUJETO_ROL_NOMBRE,,RPM-2009-08-13:T43,INICIO_EXPLICITO,,"El Asesor del Ministro de Hacienda, señor Igal Magendzo, refiriéndose a la afirmación de que la pendiente al alza es por la bancarización de los bancos más riesgosos, pregunta si ello significa que una caída implica una desbancarización."
