Ciclo,ID_Padre,SHA256_Texto_Padre,Fecha,IDs_Antes,Actores_Antes,ID_Actual,Actor_Actual,Fuente_Actor,ID_Turno,Relacion_Turno,Alertas_Actuales,Texto_Actual
1,3476,38f69a35061dc74e623eb090222b575626caec6a937a3c883c8ec4512d8462ea,2010-10-14,5036;5037;5038;5039,Claudio Soto Gamboa;Manuel Marfán Lewis;Claudio Soto Gamboa;Consejo del Banco Central de Chile,5040,Manuel Marfán Lewis,SUJETO_ROL_NOMBRE,RPM-2010-10-14:T55,INICIO_EXPLICITO,,"Para finalizar el análisis del tipo de cambio, el Vicepresidente señor Manuel Marfán comenta que hay una discontinuidad en el impacto de los diferenciales de tasas sobre el tipo de cambio, dependiendo de si está en zona de arbitraje. Manifiesta que, aun cuando es cierto que la dispersión del costo de fondos internacional de los bancos chilenos ha aumentado significativamente desde la quiebra de Lehman Brothers y, por lo tanto, es más difusa la frontera entre esa área de arbitraje y de no arbitraje, es de opinión que mientras se está en el área de no arbitraje, los diferenciales de tasas explican algo, pero mucho menos cuantitativamente que cuando entran a una zona de arbitraje. Dado lo anterior, estima que debiera hacerse esa diferencia en las regresiones."
1,3476,38f69a35061dc74e623eb090222b575626caec6a937a3c883c8ec4512d8462ea,2010-10-14,5036;5037;5038;5039,Claudio Soto Gamboa;Manuel Marfán Lewis;Claudio Soto Gamboa;Consejo del Banco Central de Chile,5041,Claudio Soto Gamboa,SUJETO_NOMBRE,RPM-2010-10-14:T56,INICIO_EXPLICITO,,"El señor Claudio Soto retoma su presentación, señalando que la bolsa local registró algunos vaivenes desde la RPM anterior, pero que se mantiene, en general, en niveles similares a entonces. Añade que, en comparación con otras bolsas, ha tenido un rendimiento inferior, independientemente de la moneda en que se las denomina. En cuanto a los agregados monetarios, indica que han seguido desacelerándose. Al respecto, manifiesta que su velocidad de expansión se ha reducido y que las tasas de crecimiento interanual también han ido cayendo. Precisa que en el caso puntual del M1, la tasa de crecimiento interanual ha retrocedido en línea con lo que explicaría un modelo con fundamentales, habiendo espacio, en consecuencia, para una desaceleración de su crecimiento aún mayor en adelante. El Gerente de Análisis Macroeconómico continúa, informando que las expectativas de crecimiento para este año se corrigieron marginalmente al alza desde la Reunión pasada, y precisando que ellas se ubican ahora en 5,4% para el presente año y en 6% para el próximo. Indica que las expectativas de inflación a mediano plazo tienden a retroceder un poco, tanto si se la mide con las tasas swap como con las tasas de los bonos, ya que en ambos casos las compensaciones uno en uno retroceden. Al respecto, hace presente que las tasas de bonos en UF, por ejemplo, habían estado aumentando, mientras que las nominales habían estado más bien planas, y que algo similar sucede con las tasas swap , lo que determina que las expectativas de inflación tiendan a retroceder en el margen. En relación con la Encuesta de Expectativas Económicas, menciona que la inflación a dos años continúa anclada en 3% y que el sesgo en las expectativas hacia una mayor inflación ha tendido a atenuarse en los últimos dos registros, ya que si bien sigue habiendo una masa mayor de respuestas que espera una inflación superior a 3% a fines del horizonte respecto quienes piensan que puede ser inferior a ese porcentaje, estos últimos han aumentado y los primeros han disminuido. Respecto de la decisión política para esta Reunión, el señor Claudia Soto informa que, en general, los operadores de mercado y los analistas tienden a pensar, mayoritariamente , que el Consejo va a acordar un aumento de 25 puntos base, mientras que otros creen que este será de 50 puntos base. Al respecto, comenta que si bien el mercado no está completamente dividido entre ambas opciones, sí hay un cierto sesgo a que el aumento será de 25 puntos base. Para finalizar, el señor Claudia Soto señala que la curva forward se ha ajustado a la baja en su tramo más corto, por lo que se estima que la TPM llegará a 3,25% en diciembre. Agrega que si se estima esta curva con las tasas swap, esto es, con la metodología que utiliza la Gerencia de Mercados Nacionales, la tasa estaría algo por sobre 3% de aquí a diciembre."
1,3476,38f69a35061dc74e623eb090222b575626caec6a937a3c883c8ec4512d8462ea,2010-10-14,5036;5037;5038;5039,Claudio Soto Gamboa;Manuel Marfán Lewis;Claudio Soto Gamboa;Consejo del Banco Central de Chile,5042,José De Gregorio Rebeco,SUJETO_ROL_NOMBRE,RPM-2010-10-14:T57,INICIO_EXPLICITO,,"No habiendo comentarios , el Presidente señor José De Gregario agradece la exposición del Gerente de Análisis Macroeconómico señor Claudia Soto, suspende la Sesión a las 13:15 horas e informa que la misma se reanudará a las 16:00 horas."
1,3476,38f69a35061dc74e623eb090222b575626caec6a937a3c883c8ec4512d8462ea,2010-10-14,5036;5037;5038;5039,Claudio Soto Gamboa;Manuel Marfán Lewis;Claudio Soto Gamboa;Consejo del Banco Central de Chile,5043,Consejo del Banco Central de Chile,ACTA/META,RPM-2010-10-14:T58,INSTITUCIONAL,FINAL_SIN_PUNTUACION,"Siendo las 16:00 horas, se reanuda la Sesión de Política Monetaria"
1,3476,38f69a35061dc74e623eb090222b575626caec6a937a3c883c8ec4512d8462ea,2010-10-14,5036;5037;5038;5039,Claudio Soto Gamboa;Manuel Marfán Lewis;Claudio Soto Gamboa;Consejo del Banco Central de Chile,5044,José De Gregorio Rebeco,CONTEXTO_REVISADO,RPM-2010-10-14:T59,SIN_CONTINUIDAD_CONFIRMADA,,El Presidente señor José De Gregario da la bienvenida al Ministro de Hacienda señor Felipe Larraín y concede la palabra al Gerente de División Estudios señor Luis Óscar Herrera para que presente las Opciones de Política Monetaria para la presente Reunión.
3,3571,2152c6d07d89fa7f4ec211ef52b1c67b22a33cb94c8fa0dcfd7a4552e8bfc979,2010-11-16,5150,Manuel Marfán Lewis,5155,Manuel Marfán Lewis,SUJETO_ROL_NOMBRE,RPM-2010-11-16:T86,INICIO_EXPLICITO,,"El Vicepresidente señor Manuel Marfán sostiene que ello no necesariamente es así, porque estima que se está muy lejos de un escenario de riesgo o de un problema de inestabilidad financiera. Aclara que se refiere más bien a un escenario de mucho optimismo, como el de fines de los años noventa, antes de la crisis asiática, que llevó a vulnerabilidades que significaron un ajuste de precios relativos que fue tan inflacionario, que el Banco Central de la época frenó ese cambio de precios, porque validarlo en un contexto sobrecalentado se traducía en más inflación. A su juicio, ese tipo de escenario y de solución son los que hay que evitar, por la propia estabilidad del ciclo macro y por los efectos sobre la inflación y los precios."
3,3571,2152c6d07d89fa7f4ec211ef52b1c67b22a33cb94c8fa0dcfd7a4552e8bfc979,2010-11-16,5150,Manuel Marfán Lewis,5156,José De Gregorio Rebeco,CONTEXTO_REVISADO,RPM-2010-11-16:T87,SIN_CONTINUIDAD_CONFIRMADA,,"Para cerrar la discusión, el Presidente señor José De Gregorio destaca la relevancia de dimensionar y de tomar una posición respecto de cuál es la importancia que juega el policy. Al respecto, manifiesta que el marco de política actual es completamente distinto del de fines de los noventa, y que es muy difícil que el escenario de entonces pueda repetirse con el marco de política vigente."
2,3650,410a0347656717088cf9a46b2d5ce4841b634d1580e69b47bfd9eab0cdb7a8c4,2011-01-13,5244,Sergio Lehmann Beresi,5250,Sergio Lehmann Beresi,SUJETO_ROL_NOMBRE,RPM-2011-01-13:T10,INICIO_EXPLICITO,FINAL_SIN_PUNTUACION,El Gerente de Análisis Internacional señor Sergio Lehmann confirma lo expresado por el señor Presidente
2,3650,410a0347656717088cf9a46b2d5ce4841b634d1580e69b47bfd9eab0cdb7a8c4,2011-01-13,5244,Sergio Lehmann Beresi,5251,Luis Óscar Herrera Barriga,CONTEXTO_REVISADO,RPM-2011-01-13:T11,SIN_CONTINUIDAD_CONFIRMADA,,"y el Gerente de División Estudios señor Luis Óscar Herrera, por su parte, explica que quienes argumentan que la apreciación de la moneda china es mayor, usan los datos de salarios, que han experimentado un alza de entre 15 y 20%, más allá del aumento anotado por la productividad."
2,3651,93271dab9f9aa8b4ba85182d596a89cddb8cae6e4fd2751a192b98748239a44f,2011-01-13,5245,José De Gregorio Rebeco,5252,José De Gregorio Rebeco,SUJETO_ROL_NOMBRE,RPM-2011-01-13:T12,INICIO_EXPLICITO,,"El Presidente señor José De Gregorio solicita analizar el tipo de cambio real y la inflación doméstica y completar, en lo posible, esta visión del tipo cambio chino."
2,3651,93271dab9f9aa8b4ba85182d596a89cddb8cae6e4fd2751a192b98748239a44f,2011-01-13,5245,José De Gregorio Rebeco,5253,Sergio Lehmann Beresi,CONTEXTO_REVISADO,RPM-2011-01-13:T13,SIN_CONTINUIDAD_CONFIRMADA,,"Para cerrar este tema, el señor Sergio Lehmann agrega que el tipo de cambio nominal se apreció alrededor de 3,5% durante el año 2010 y que para este año se estima una apreciación de 5%. Al continuar con su presentación, el señor Sergio Lehmann informa que los mercados bursátiles desarrollados y emergentes han registrado alzas durante las últimas semanas. En cuanto a Europa, en particular, destaca la acción del Banco Central Europeo (BCE) en materia de compra de deuda soberana de países de la región, que luego de haberlas intensificado hacia finales del año 2010, las ha moderado durante las últimas semanas. Al respecto, hace el alcance que los montos adquiridos a partir de agosto son significativamente menores que los comprados en mayo del año pasado, cuando se llegó a una máxima tensión en esos mercados. En relación con los premios soberanos, hace notar que los CDS spreads a 5 años en las economías periféricas de Europa se mantienen en niveles muy elevados y con alguna tendencia al alza en las últimas semanas, en especial en Grecia, Irlanda y Portugal. Indica que esta situación se repite en el caso de los CDS bancarios, como es el caso del Deutsche Bank, UniCredit, Société Générale y UBS, y con mayor fuerza aún en el caso de los bancos españoles Santander y BBVA."
3,3737,8a1dc0c8274d61739404f534249c49b02693a31ddcbcaf3790d8a17db0330cd6,2011-02-17,5340,Beltrán de Ramón Acevedo,5348,Beltrán de Ramón Acevedo,SUJETO_NOMBRE,RPM-2011-02-17:T22,INICIO_EXPLICITO,,"El señor Beltrán de Ramón señala que, a su juicio, la caída de las bolsas de América Latina, Asia y de los BRIC obedecería al enfriamiento de la economía china, particularmente significativo en el mes de enero y parte de febrero último. Coincide, además, con el Presidente señor José De Gregorio en que debe recordarse que estas bolsas registraron los más altos rendimientos el año pasado, que no serían sostenibles en el tiempo."
3,3737,8a1dc0c8274d61739404f534249c49b02693a31ddcbcaf3790d8a17db0330cd6,2011-02-17,5340,Beltrán de Ramón Acevedo,5349,Sergio Lehmann Beresi,CONTEXTO_REVISADO,RPM-2011-02-17:T23,SIN_CONTINUIDAD_CONFIRMADA,,"Con el objeto de entender los movimientos en bolsa, el señor Sergio Lehmann explica que en las economías emergentes se observa una salida muy marcada de fondos de inversión de renta variable, similar, de hecho, a lo acontecido hacia fines del año 2007 y comienzos del año 2008, mientras que las posiciones en bonos muestran un ligero aumento en virtud de las expectativas de alza de tasas. Agrega que en los períodos de mayor turbulencia, las caídas de flujos se producen en ambos tipos de instrumentos, lo que no es el caso en la coyuntura actual."
