Lote,ID_Turno,Fecha,Anio,Actor_Final,Rol_Final,Grupo_Actor,Estrato,Decile_Lex,Etiqueta_Previa,Palabras,Numero_Filas,ID_Desde,ID_Hasta,Lex_Score,Lex_Clase,Lex_Peso_Hawkish,Lex_Peso_Dovish,Lex_Hits_por_100,Lex_Evidencia,SHA256_Texto,HD_Score_Oro,HD_Clase_Oro,Evidencia_Oro,Chars_Leidos,Texto,Cobertura
237,RPM-2010-08-12:T18,2010-08-12,2010,José De Gregorio Rebeco,Presidente del Banco Central,CONSEJO,D1|2010|CONSEJO,1,SI,385,1,4893,4893,-0.5556,DOVISH,0,5.0,0.52,D:mas estimulo; D:desaceleracion,9a90141431c68cfc79c8c8482b661091dbd3f1f131bb63769cf40ed5d06ce1eb,0.5,HAWKISH,no se puede descansar en las señales de que hoy no se está registrando mucha inflación,800,"El Presidente señor José De Gregorio sostiene que la pregunta central sobre lo que acontece actualmente es qué constituye novedad y qué responde a lo esperado. A modo de ejemplo, precisa que se sabía que el crecimiento de la economía mundial va a ser lento por deleveraging, como también que en Estados Unidos viene ahora un período de desaceleración, ya que ello era parte del escenario central, de manera que se está llegando a una fase que era bastante esperable y que normalmente trae algo de tensiones financieras, especialmente en una economía en la que los precios de los activos se están recuperando. En consecuencia, plantea que la pregunta importante es si acaso hay realmente un cambio en el escenario internacional y si se está dando efectivamente una situación de significativas menores perspectivas mundiales, en particular por lo que acontece en Estados Unidos, en alguna medida en China o porque están apareciendo elementos que hacen prever que la economía va a ir más lento. Agrega que la decisión de la FED no constituye una novedad, porque era sabido que iba a mantener la tasa larga. A su juicio, cuando se analiza la lógica de los banqueros centrales, se puede pensar que podrían haber tenido en su escenario la decisión de ir renovando en la medida que iba disminuyendo el balance y en caso que se requiriera dar más estímulo, pero en el momento preciso. En su opinión, si se revisa la reacción de los mercados financieros, da la impresión de que hay algo de nuevo, en particular cuando se observan las tasas forward. Asimismo, manifiesta que el tema central es cuán mala es una noticia y en qué medida altera el escenario central. Indica que lo anterior se une a lo comentado precedentemente, en cuanto a que pareciera que hay menores perspectivas de inflación en el mundo. A titulo de paréntesis, menciona que ello se parece a lo que declaró un banquero central, en cuanto a que no va a haber inflación, pero que hay que normalizar. En esa dimensión, es de opinión que debe precisarse lo que está ocurriendo con las expectativas inflacionarias del mercado respecto de las mediciones del Banco sobre las tendencias que hay, advirtiendo que no se puede descansar en las señales de que hoy no se está registrando mucha inflación.",0.356
238,RPM-2010-08-12:T4,2010-08-12,2010,Sebastián Claro Edwards,Consejero,CONSEJO,D6|2010|CONSEJO,6,SI,174,1,4878,4878,0.0,NEUTRAL,0,0,0.0,,e6ab356fe21fe465d156ddb737b2fa0f52a82db4d4f81910edeb00345bac597d,0.0,NEUTRAL,no permite tener una idea precisa acerca de la estabilidad actual de esos precios,800,"El Consejero señor Sebastián Claro hace mención a una discusión que se sostuvo tiempo atrás sobre una serie bastante más larga del precio de las viviendas, que daba cuenta de cuál era eventualmente el tamaño de la burbuja o el alza de los precios inmobiliarios. Plantea que el hecho de no contar en estos momentos con la historia de los mismos, no permite tener una idea precisa acerca de la estabilidad actual de esos precios, en particular si ella es más o menos coherente con lo que sus fundamentales sugerirían y, por lo tanto, si hoy están o no estancados en un nivel razonable. En su opinión, resulta importante saber la respuesta, porque, al final, de la discusión de cuán sobreendeudados están los consumidores norteamericanos y de cuáles son las perspectivas futuras se puede determinar si justificaban el alza y posterior caída de los precios. Reitera, asimismo, que tampoco queda claro si los precios se están estabilizando en un nivel que es coherente con los fundamentos o si todavía queda un espacio sin explicar.",0.779
239,RPM-2010-08-12:T84,2010-08-12,2010,José De Gregorio Rebeco,Presidente del Banco Central,CONSEJO,D4|2010|CONSEJO,4,SI,773,1,4969,4969,-0.2,NEUTRAL,2.0,4.0,0.26,H:normalizacion de la politica; D:desaceleracion,0171427b6ed18905b57e014277d211578a9b3299f68c74e8eb95f23b1ba77db6,0.5,HAWKISH,"su voto es por subir la TPM en 50 puntos base, para llevarla a 2%",800,"El Presidente señor José De Gregorio indica que el desarrollo más importante del último mes proviene del escenario internacional. Al respecto, señala que la mayoría de los indicadores muestra una desaceleración en las economías desarrolladas, en particular en los Estados Unidos, donde la última decisión de la Reserva Federal indicaría un panorama de mayor debilidad económica. Hace presente que el escenario central del IPoM, en tanto, contempla una recuperación pausada del mundo, provocada en parte importante por el término del ciclo de los inventarios en los Estados Unidos, por fricciones que aún persisten en los mercados financieros y por la debilidad global de la demanda privada en las economías industrializadas como resultado de la reducción del apalancamiento y en respuesta a los elevados niveles de deuda. Manifiesta que a esto se suman las limitaciones de los estímulos fiscales, lo que hace prever, tal como los mercados ya lo esperan, que el retiro de los estímulos monetarios será más pausado que lo proyectado anteriormente. Menciona, asimismo, que las expectativas de inflación global se estarían reduciendo y que la única nota disonante es el aumento del precio internacional del trigo, aunque sus niveles actuales no debieran tener efectos relevantes en la inflación. A diferencia de lo ocurrido algunos meses atrás con la crisis en Grecia, cuyas repercusiones fueron fundamentalmente financieras y de corto plazo, el señor Presidente hace notar que hoy se enfrenta un panorama que puede resultar en un debilitamiento más duradero. Con todo, subraya que se cuenta con un esquema de políticas que permite ajustarse con prontitud a cambios importantes en el escenario global y que permite mitigar sus efectos. En su opinión, la pregunta central en materia de proyecciones es si estos desarrollos representan un cambio significativo respecto del panorama mundial algo menos positivo del IPoM y con relación a lo que en ese momento eran las proyecciones de consenso, o si el debilitamiento es más severo. Sobre el particular, manifiesta que aún es prematuro para conclusiones precisas, pero ciertamente los riesgos de una desaceleración importante en el mundo son mayores y es algo que ya se está observando en los precios de los activos financieros. En el ámbito interno, menciona que las noticias de actividad son muy auspiciosas y muestran un importante dinamismo de la economía; que las noticias inflacionarias se encuentran dentro de los rangos proyectados, aunque en el margen las medidas subyacentes habrían sido algo menores; y que el peso se ha apreciado alrededor de 5% desde la Reunión anterior. Agrega que las expectativas inflacionarias a 24 meses son coherentes con la meta, aunque en plazos menores la Encuesta de Expectativas Económicas muestra una leve alza y que, de esta forma, los indicadores de inflación efectiva y de expectativas son consistentes con el logro de la meta, pero la formación de expectativas tiene internalizada un proceso de normalización para la TPM. A este respecto, destaca que la tasa de interés no solo es muy baja aún, sino que constituye una razón suficientemente poderosa para continuar con el proceso de normalización de la política monetaria. De hecho, señala que de tener una TPM más cercana a sus niveles normales, las noticias externas, el fortalecimiento del peso, los diferenciales de tasas de interés y las perspectivas benignas de inflación llevarían a tomar una posición cautelosa. A su juicio, el punto de partida es muy relevante a la hora de tom ar la decisión. Destaca que la TPM real, considerando la inflación esperada a doce meses, es la misma que se tenía en enero de este año e inferior a la tasa real de todo el segundo semestre del año pasado, período en el cual era recomendable mantener la tasa en sus niveles mínimos por un tiempo prolongado para maximizar el estímulo monetario. El Presidente señor José De Gregorio plantea que en la actualidad no se justifica un grado de expansividad tan elevado y que lo que corresponde ahora es mantener un ritmo de normalización que reduzca la posibilidad de tener que hacer ajustes más bruscos y disruptivos en el futuro, y encontrarse ya con niveles de inflación más elevados y complejos de contener. En su opinión, esta es la mejor forma de permitir que el proceso de sólida expansión que está atravesando la economía chilena se sostenga en el tiempo. Por lo anterior, el Presidente señor José De Gregorio manifiesta que su voto es por subir la TPM en 50 puntos base, para llevarla a 2%, y mantener un comunicado muy similar al de la Reunión pasada. En consecuencia, el Presidente señor José De Gregorio señala que el acuerdo unánime del Consejo es de aumentar la TPM en 50 puntos base.",0.17
240,RPM-2010-09-16:T26,2010-09-16,2010,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,D6|2010|STAFF,6,SI,169,1,4998,4998,0.0,NEUTRAL,0,0,0.0,,d70bc17a915a952368773e9d9e61f16855098b341f0a7c8159e8b3f5af158549,0.0,NEUTRAL,"efectivamente, la apreciación ha sido muy poco significativa",800,"El señor Lehmann indica que, efectivamente, la apreciación ha sido muy poco significativa. El Gerente de Análisis Internacional continúa, refiriéndose a una comparación de las variaciones registradas por diversas monedas respecto de fechas representativas, como la RPM de agosto, inicios de año, un año atrás, un año y medio atrás y el 15 de septiembre del 2008, que coincide también con la caída de Lehman. Indica que en relación con los registros de un mes atrás, el peso chileno aparece como el más apreciado, con excepción del dólar australiano, y que, considerando una perspectiva algo más amplia, particularmente desde el 15 de septiembre del 2008, su apreciación está en términos de una media entre los movimientos que han exhibido otras monedas. Agrega que, respecto de comienzos de año, se observa que el peso chileno no se ha apreciado mucho más y que, de hecho, su apreciación ha sido menor que la del rand sudafricano y del dólar australiano, estando más bien en línea con el movimiento del real brasileño.",0.786
241,RPM-2010-09-16:T35,2010-09-16,2010,Manuel Marfán Lewis,Vicepresidente del Banco Central,CONSEJO,D6|2010|CONSEJO,6,SI,350,1,5007,5007,0.0,NEUTRAL,0,0,0.0,,a993b45fc8db2e689409a74ba7b9c785f10e3dff1c0176fb1032151fb74ec404,0.0,NEUTRAL,echa de menos una curva forward de tasas de política monetaria,800,"El Vicepresidente señor Manuel Marfán expresa que echa de menos una curva forward de tasas de política monetaria para las principales economías del mundo en una perspectiva algo más larga, que tome nuestro horizonte de política, esto es, que en vez de considerar un horizonte hasta fines del 2011, lo haga hasta el término del 2012. Hace presente que se tiene como supuesto que el tipo de cambio real en el corto plazo se comporta de acuerdo con una ecuación de arbitraje, que en el largo plazo converge a un tipo de cambio real de equilibrio, pero que entremedio deja de hacerlo, incluyéndose, entonces, una constante para que también el tipo de cambio real derive a algo racional. Plantea que si solo se revisara una ecuación de arbitraje y se pudiera contar con el horizonte de proyección hasta el término del año 2012, en principio, se observaría que Estados Unidos estaría muy por debajo de su tasa neutral de aquí a dos años. Manifiesta que es por ello que le interesaría saber cuál será el diferencial de tasa de interés de nuestro escenario central en dos años más, y si acaso ese diferencial se mantendrá tan alto como ahora o si aumentará, porque Chile se acerca más rápido a su tasa neutral en comparación a como lo hacen las economías desarrolladas. Agrega que si el tipo de cambio llega a caer y se desea que se recupere, entonces las tasas deben ser lo suficientemente bajas como para que ello ocurra, lo que no se observa en nuestro horizonte, o bien, el resto del mundo deberá tener tasas de interés suficientemente altas. En razón de lo expuesto, solicita que, en lo posible, se alargue el horizonte de la forward de tasas de política monetaria para las principales economías del mundo, para poder determinar en qué cambia nuestro escenario si es que el resto del mundo no converge a sus steady state en dos años. En su opinión, ello no debe ser indiferente para efectos de la política del Banco, por lo que solicita que se haga llegar esa información al Consejo.",0.404
242,RPM-2010-09-16:T49,2010-09-16,2010,Manuel Marfán Lewis,Vicepresidente del Banco Central,CONSEJO,D10|2010|CONSEJO,10,SI,173,1,5021,5021,0.4286,NEUTRAL,3.0,0,0.58,H:subir la tasa,490c6f6e88ac95ad5eab66eac98a15abf300144eb9ee54575aecd0d47d9bd3ee,0.0,NEUTRAL,"culmina, finalmente, en algún problema de vulnerabilidad externa",800,"El Vicepresidente señor Manuel Marfán plantea que desde que la economía chilena es una economía abierta y ha empezado a crecer más, el tipo de cambio se aprecia de una manera que culmina, finalmente, en algún problema de vulnerabilidad externa, agregando que ello ha sido sistemático desde el año 1981 en adelante y que, antes de esa fecha, todas las crisis detonaron por el lado de la balanza de pagos. Asimismo, expresa que para fundar su voto, le gustaría contar con el gráfico solicitado, ya que, a juicio del Banco, si la inflación es mayor, hay que subir la tasa y se llega siempre al mismo steady state, independientemente de lo que acontece en el resto del mundo, lo que, en su opinión, no puede ser. Hace la salvedad que está exagerando el punto, por cuanto sabe que en el modelo se tiene alguna sensibilidad a las tasas de interés externas, pero más bien en el corto plazo, esto es, en el primer año, porque después siempre se tiende a converger el equilibrio.",0.825
243,RPM-2010-09-16:T75,2010-09-16,2010,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,D6|2010|STAFF,6,SI,555,3,5047,5049,0.0,NEUTRAL,0,0,0.0,,9176d3e53c49c8db6866c658c78f5824f117f6b9b1069f32e804f0e6a3e7e00d,0.0,NEUTRAL,"se obtienen rangos de valores para el cierre del año anual por sobre el 5,4%",800,"El señor Soto señala que el señor Presidente está en lo cierto y se refiere específicamente a los automóviles, precisando que este índice se ha recuperado y que resulta ser, de alguna manera, una suerte de espejo de lo que ocurre con la venta de automóviles. El Gerente de Análisis Macroeconómico prosigue, haciendo mención a las inversiones, en general, y a aquellas en maquinarias y equipos, en particular. Destaca que también se observa el efecto abultamiento de muchas importaciones con posterioridad al terremoto. Agrega que, aunque han retrocedido, su nivel actual es elevado en términos históricos. Respecto de la percepción sobre los inventarios, informa que el sector comercio percibe que estarían en línea con los niveles deseados, mientras que el sector industrial estima que aún están por debajo de ese nivel, si bien reconoce que se han recuperado luego de la destrucción sufrida con motivo del terremoto. Hace notar la importancia de esto en relación con la proyección sobre la acumulación de existencias de aquí a fin de año, ya que al tercer trimestre aún se tiene una fuerte acumulación, pero que ya hacia el cuarto debería estar en niveles más normales. El señor Claudio Soto destaca que la proyección de crecimiento no ha cambiado desde el último IPoM, situándose en 5,4% y reflejando una corrección importante al alza respecto de lo estimado en agosto. Añade que desde la última RPM se han conocido las cifras definitivas de crecimiento del primer trimestre, que dieron cuenta de un cambio; que se conoció también la cifra del segundo trimestre y que, además, se publicó el Imacec de julio, que sorprendió al alza. Precisa que todo ello está incorporado en el nuevo escenario que lleva a corregir al alza la proyección, y que es coherente, además, con una demanda interna que crecería bastante, alcanzando una variación real anual de 16,1%. El señor Claudio Soto reitera que, en relación con los inventarios, aún se observa una acumulación importante en el tercer trimestre, por lo que si bien se percibe que están cerca de los niveles adecuados, se sabe que el promedio histórico es mayor. No obstante, indica que hacia el cuarto trimestre deberían converger a niveles más normales, esto es, en torno a 1% del PIB. El señor Soto se refiere luego a un gráfico en el que se reconstruyó un stock hipotético de inventarios. Señala que el stock de inventarios como fracción del PIB se estacionaría algo por debajo del promedio histórico. Al respecto, hace el alcance que se desconoce cuánto stock se perdió con motivo del terremoto, por lo que se supuso que la pérdida alcanzó a 10%, que corresponde a la distancia del nivel óptimo en la que se encontraban los empresarios al momento de responder en la encuesta. El señor Claudio Soto continúa, subrayando que el escenario de crecimiento de 5,4% para el año podría estar algo sesgado a la baja, dado una serie de supuestos alternativos que podrían considerarse. Indica que el dato mes a mes de julio, de 1,3%, se corregirá cuando se conozcan los próximos Imacec. Agrega que si se toma ese dato desestacionalizado y se hacen algunos ejercicios de variación mes a mes de aquí a fin de año para distintos rangos de variación mensual, se obtienen rangos de valores para el cierre del año anual por sobre el 5,4% precitado.",0.244
244,RPM-2010-10-14:T39,2010-10-14,2010,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,D2|2010|STAFF,2,SI,1625,4,5137,5140,-0.5,DOVISH,0,4.0,0.12,D:desaceleracion; D:menor crecimiento,dcc4851812f0e1e01f0c99aa2defa891fc19b5ab0a940c314e1d81bee7f4d6c7,0.0,NEUTRAL,la industria no solo recuperó los niveles exhibidos antes del terremoto,800,"El Gerente de Análisis Macroeconómico señor Claudia Soto inicia su exposición, precisando que, en materia de actividad, ellmacec de agosto alcanzó a 7,6% y que, por primera vez después de muchos meses, registró una variación mensual negativa de 0,2%, la que estaba contemplada, de alguna manera, en el escenario del Banco. Señala que, en términos sectoriales, la industria no solo recuperó los niveles exhibidos antes del terremoto, sino que los empresarios del sector han respondido que están operando a plena capacidad . En cuanto al comercio, indica que se atenúa el dinamismo, en especial, el del minorista, lo que es coherente con la hipótesis del efecto de abultamiento posterior al terremoto, que lleva a que este no sea tan intenso como el registrado en los meses siguientes a esa catástrofe. Al respecto, y respondiendo a una consulta del Vicepresidente señor Manuel Marfán, aclara que ello estaba considerado en el supuesto del Banco, por lo que está corroborando el escenario base. En relación con el sector construcción, el señor Claudias Soto hace presente que los antecedentes tienden a confirmar el supuesto de un cierto repunte hacia el cuarto trimestre. Sobre el particular, destaca que los datos de ventas de viviendas de los últimos meses dan cuenta de la recuperación de los flujos de ventas y que el indicador de meses para agotar stock, que es importante para las perspectivas del sector, ha retrocedido a niveles bastante bajos en la perspectiva de los últimos dos años, lo cual también apunta a que el sector construcción podría comenzar a adquirir cierto dinamismo. Añade que algunos indicadores parciales, como los despachos de cemento y las ventas reales, también tienden a sugerir una cierta recuperación. Manifiesta que estas perspectivas de actividad se han visto reflejadas en la percepción de los empresarios del sector, que han mejorando significativamente, ubicándose hoy en un nivel neutral , lo cual no se observaba desde el año 2008. ( El Gerente aludido señala que las importaciones registran un cierto aplanamiento y las importaciones de bienes de capital, un retroceso, lo que también es coherente con la hipótesis de abultamiento planteada hace un tiempo. Menciona que en el caso de las importaciones de bienes de consumo también se advierte un aplanamiento, acorde con lo observado en el comercio minorista. En consecuencia, indica que después del rápido crecimiento que se produjo con posterioridad a la crisis y, más tarde, producto del terremoto, se observa ahora una situación más bien de aplanamiento. El señor Claudio Soto informa, a continuación, que los resultados de la encuesta del IMCE permiten pensar que aún habría cierto espacio para que los inventarios se acumulen a una tasa algo superior a la histórica, y que su nivel está por debajo de lo deseado y es inferior al promedio de las respuestas que hubo hasta antes de la crisis, a fines de 2008, por lo que habría un cierto espacio para una acumulación adicional de inventarios. Destaca, asimismo, que las encuestas arrojan que las percepciones han seguido mejorando, en especial, las que dicen relación con la compra de bienes de consumo durables por parte de los hogares, que han vuelto a aumentar y han llegado a niveles bastante altos, lo que da cuenta de condiciones crediticias y de precios de bienes que son muy favorables. En resumen, señala que el escenario del sector real es muy parecido al del último IPoM, por lo que no se ha modificado la proyección de crecimiento de 5,4% para este año. Subraya que sí hay un cambio en la composición sectorial, específicamente un menor crecimiento del sector recursos naturales, derivado de una situación puntual que afecta al sector EGA, porque cambia la composición de la generación eléctrica, disminuyendo la generación hídrica y aumentando la térmica, lo cual tiene menos valor agregado y lleva a corregir la proyección. Añade que el sector pesca se corrige significativamente, por las bajas capturas, lo que constituye más bien un problema de oferta que, probablemente, será bastante más persistente en el tiempo. Sobre el particular, hace presente que se está evaluando, de hecho, de qué manera esto puede impactar al sector industria, en especial, a las productoras de harina de pescado. Finalmente, comenta que el sector resto se corrigió al alza, donde tiene mayor incidencia el sector otros servicios, que ha estado más dinámico en el margen. En relación con la demanda, informa que se corrige marginalmente al alza respecto del último IPoM, por una mayor acumulación de inventarios. En materia de velocidades, indica que persiste la desaceleración del PIB y de la demanda final en el segundo semestre de este año, por lo que los inventarios volverían a niveles inferiores a los existentes antes de la crisis en términos de stock. Hace notar que las velocidades de la inversión exhiben un efecto flip-flop, ya que aquellas del tercer trimestre serían negativas por el efecto de abultamiento observado en el trimestre anterior, mientras que hacia el cuarto trimestre volverían a ser positivas, una vez que comiencen a ejecutarse los programas de reconstrucción. El Gerente de Análisis Macroeconómico prosigue, refiriéndose al mercado laboral. Al respecto, destaca que el empleo y la fuerza de trabajo continúan aumentando y que la tasa de desempleo se detiene algo por sobre el 8%. Subraya que el empleo por cuenta propia en el sector servicios ha estado contribuyendo significativamente a la recuperación del empleo, como también la industria y algo menos la construcción, más que nada porque este último sector tiene una incidencia bastante menor en el empleo total. Respecto de los salarios, hace presente que si bien las tasas de crecimiento de los salarios nominales han aumentado en doce meses desde comienzos de año hasta ahora, en términos reales han tendido a desacelerarse. Sobre el particular, especifica que hasta unos meses se observaba un cierto estancamiento y, luego, en los dos últimos, una cierta caída en los salarios reales, cuyas tasas de crecimiento interanual están entre 1,5 y 2%. Señala que ello da cuenta de lo mencionado en la Minuta de Opciones, esto es que, dado que hay más empleo y los salarios reales están cayendo algo en el margen, habría un aumento de la oferta de trabajo bastante relevante con posterioridad al terremoto. En materia de inflación, el señor Claudio Soto informa que la inflación del IPC, de 0,4% en septiembre, estuvo por debajo de la proyección interna. Comenta, en todo caso, que las sorpresas se produjeron precisamente en los ítems anticipados, respecto de los cuales se tenía mayor incertidumbre. Indica que en el caso del vestuario, en particular, la sorpresa tuvo una incidencia de casi tres décimas en el IPC, y que por el lado de las tarifas eléctricas hubo sorpresas adicionales, como consecuencia de una mayor caída en las del Sistema Interconectado del Norte Grande. Agrega que también hubo sorpresas al alza, que compensaron las sorpresas negativas provenientes de las frutas y verduras, y combustibles. Destaca que en el caso de los combustibles, lo relevante es que su caída fue inferior a la esperada, lo que significa que el aumento en su precio internacional durante el mes fue de una magnitud mayor, en términos porcentuales, que la apreciación nominal del tipo de cambio en igual período. Recalca que los combustibles cayeron de todas maneras, pero en un porcentaje inferior al considerado en el escenario, lo que es relevante para la proyección. Agrega que para los meses venideros se tiene un supuesto de tipo de cambio inferior al de la RPM pasada y uno mayor en el caso del precio de los combustibles, advirtiendo, al respecto, que estas proyecciones fueron elaboradas con un tipo de cambio de $483, que corresponde al promedio de los cinco o diez días anteriores al cierre de las proyecciones, por lo que es superior al tipo de cambio actual, si se considera lo acontecido durante la última semana. En cuanto a vestuario, hace presente que se está suponiendo que el aumento estacional de precios por cambio de temporada no se va materializar antes de marzo próximo. En todo caso, comenta que personeros del INE indicaron, a título informal, que el cambio de temporada se habría dado en julio y habría sido imperceptible, porque se combinaron los avances de temporada con liquidaciones de la temporada previa. El señor Claudio Soto menciona que otra sorpresa relevante provino de los cigarrillos. Sobre el particular, recuerda que desde hace unos meses se había estado suponiendo que tendrían que haber alzas por el impuesto específico, las que no se han materializado, razón por la cual se está suponiendo ahora que se producirán recién a partir del próximo año. Añade que se dispone de información casuística, de argumentos sobres las causas de ello, como problemas de contrabando y otros, que no son muy plausibles. Finalmente, plantea que la sorpresa en las tarifas eléctricas estuvo dada por una reliquidación transitoria, de una sola vez, en el Sistema Interconectado del Norte Grande, que implicó una devolución del precio, pero que significará un aumento en el mes siguiente. Agrega que, posteriormente, se deberá considerar la nueva fijación del precio del nudo, que vendría el alza, dado el aumento de los costos marginales. Dado lo anterior, el señor Claudio Soto destaca que la proyección para la variación anual del IPC se corrige a la baja, hasta 3,3% a diciembre, desde el 3,7% contemplado en la Reunión pasada. Al respecto, subraya que más allá de las sorpresas en el caso del vestuario, se está considerando que ella es permanente, por lo que queda incorporada en la proyección. Recalca, asimismo, que las correcciones mayores afectan al IPCX1, cuya variación anual sería de 0,4%, por una reducción en el precio del equipamiento para la vivienda, como televisores, computadores, electrodomésticos, bienes durables, en general, que se explicaría, a su vez, por la apreciación del peso.",0.08
245,RPM-2010-10-14:T8,2010-10-14,2010,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,D6|2010|STAFF,6,SI,189,1,5106,5106,0.0,NEUTRAL,0,0,0.0,,f8060048a93270b1be9808a2bc6797a06259c2b1f961a680303a2642c73c6204,0.25,NEUTRAL,las economías emergentes continúan con crecimientos rápidos a medida que Estados Unidos crece en forma más lenta,800,"El Gerente de División Estudios señor Luis Óscar Herrera indica que, con relación a lo incorporado en el IPoM de septiembre, no hay mayores diferencias en el caso de las economías desarrolladas. Precisa que las diferencias se concentran en las economías emergentes y más que nada respecto de datos que ya son efectivos, publicados en las últimas semanas, que han llevado a mantener las proyecciones, respecto de Asia y de China, algo más altas que las consideradas en las proyecciones previas del Banco. Señala que ello explica que hoy no haya diferencias en las proyecciones de las economías desarrolladas, destacando que, en ese caso, el Banco de adelantó y el mercado ha ido convergiendo a ello. Agrega que donde sí habría una discrepancia respecto de este diagnóstico o un factor de riesgo, es en qué tan sustentable es la continuación del desacople el próximo año, en que las economías emergentes continúan con crecimientos rápidos a medida que Estados Unidos crece en forma más lenta. Enfatiza que ese factor está presente en la evaluación del Banco, pero no necesariamente en lo que son hoy día las expectativas de Consensus Forecasts.",0.701
246,RPM-2010-11-16:T10,2010-11-16,2010,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,D3|2010|STAFF,3,SI,538,2,5199,5200,-0.3333,NEUTRAL,0,2.0,0.19,D:holgura,95ff930d1fdc8ea234085653364692185cd68b28a9c7bc1fc166354d31658e2c,0.25,NEUTRAL,la dinámica de crecimiento durante los últimos trimestres ha sido mayor en las economías emergentes que en las avanzadas,800,"El Gerente de Análisis Internacional continúa, mencionando que la dinámica de crecimiento durante los últimos trimestres ha sido mayor en las economías emergentes que en las avanzadas, y que ha estado liderada por Asia emergente y, más atrás, por América Latina y Europa emergente. En cuanto a la creación de empleo, señala que se mantiene moderada y, en el margen, con un signo algo más positivo. En materia de confianza de consumidores, hace notar que en las economías emergentes esta se ubica en un nivel muy similar al observado a inicios del año 2007, mientras que en las economías avanzadas, este elemento importante para explicar la evolución de consumo se mantiene algo deprimido. El señor Sergio Lehmann manifiesta que en el caso particular de Estados Unidos, esas cifras se explican por un mercado laboral que está mostrando signos evidentes de fragilidad, ya que no solo la creación de empleo está por debajo de lo que genera la economía en períodos de expansión, sino que los desempleados de largo plazo, es decir, quienes lo han estado por un período superior a 27 semanas y que, por lo tanto, dejan de acceder al subsidio de desempleo y generan mayores impactos sobre el consumo, están claramente por sobre las cifras observadas a partir del año 1950. También vinculado a Estados Unidos, indica que se mantiene un marcado desapalancamiento en los hogares. Sobre el particular, hace referencia a la riqueza neta de los hogares, medida a través de los activos y pasivos, señalando que los primeros muestran una caída importante, producto de la crisis, como también los pasivos corregidos o estandarizados por ingreso disponible. En consecuencia, manifiesta que en términos de nivel absoluto, se vería un crecimiento importante, seguido por una caída muy significativa hacia el final. Añade que los últimos datos de ahorro dan cuenta de un aumento importante, producto de la crisis y como resultado de la necesidad de desapalancamiento de parte de las familias, en tanto que el consumo, medido como porcentaje del PIB, muestra una situación claramente más moderada respecto de lo observado antes de la crisis o durante la mitad de los años 2000. Respecto del desempleo, el señor Sergio Lehmann informa que se ha mantenido bastante plano en las economías avanzadas y en niveles relativamente altos en relación con sus promedios históricos. En las economías emergentes, en tanto, señala que exhiben una gradual reversión o caída, todavía algo por debajo de lo observado a inicios del año 2008, dando también clara muestra de una divergencia en lo que respecta a las economías desarrolladas versus las emergentes. En materia de brecha producto, hace el alcance que las cifras expuestas han sido calculadas usando un filtro HP y considerando el período anterior al inicio de la crisis, para dar cuenta, de alguna manera, lo que está aconteciendo en términos de holguras. Indica que en las economías avanzadas se observan fuertes holguras, que si bien tienden a cerrarse parcialmente durante este año, tienen todavía mucho espacio en ese sentido. Añade que en las economías emergentes, el espacio se va reduciendo bastante rápido, particularmente en el caso de América Latina, y que en Asia emergente están algo cercanos a un cierre de brechas, con una ligera reversión en el margen.",0.243
247,RPM-2010-11-16:T15,2010-11-16,2010,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,D9|2010|STAFF,9,SI,165,1,5205,5205,0.3333,NEUTRAL,2.0,0,0.61,H:riesgos inflacionarios,d4864a0d89f747b5fecb1bbd45ab6383bd1f44f155b404651bc6577f6d611628,0.25,NEUTRAL,continúan acotadas y con cierta heterogeneidad en los movimientos en el margen,800,"El Gerente de Análisis Internacional señor Sergio Lehmann prosigue, comentando que las expectativas de inflación para los años 2010 Y 2011, recogidas por Consensus Forecasts, continúan acotadas y con cierta heterogeneidad en los movimientos en el margen. De hecho, hace notar que en América Latina se observa una ligera caída para el presente año, mientras que en Europa del Este, un cierto incremento. Agrega que para el próximo año, en cambio, las expectativas en América Latina son algo al alza en el margen, algo planas en el caso de Asia y con un cierto incremento en las economías desarrolladas. Frente a esto, destaca que las variaciones de la tasa de política monetaria (TPM) respecto de la Reunión de Política Monetaria (RPM) de octubre han sido nulas en la mayoría de las economías , y que sí se han registrado aumentos, particularmente en aquellas con mayores riesgos inflacionarios, como es el caso de Suecia, Chile, Australia, China, India y, hoy, Corea, no esperado por el mercado.",0.804
