"ID_Intervencion","ID_Padre","Fecha","Actor_Izquierda","Actor_Derecha","Estado_Lectura","Revision_ID","Motivo_Original","Reservas","Final_Izquierda","Inicio_Derecha"
"RPM-2008-06-10:1901:2","1901","2008-06-10","Consejo del Banco Central de Chile","José De Gregorio Rebeco","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","Siendo las 16:00 horas, se reanuda la Sesión de Política Monetaria N °124,","El Presidente señor José De Gregorio ofrece la palabra al Gerente de División Estudios señor Pablo García a fin que presente las Opciones de Política Monetaria para esta Reunión."
"RPM-2008-08-14:2027:1","2027","2008-08-14","Jorge Desormeaux Jiménez","Claudio Soto Gamboa","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2027-1","FINAL_SIN_PUNTUACION","","El Vicepresidente señor Desormeaux agrega que le da la impresión de que las cifras de la Universidad de Chile registran una baja en la tasa de desempleo,","lo que confirma el Gerente de Análisis Macroeconómico señor Soto."
"RPM-2008-10-09:2112:3","2112","2008-10-09","Consejo del Banco Central de Chile","José De Gregorio Rebeco","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","Siendo las 16;00 horas, se reanuda la Sesión de Política Monetaria N° 129,","El Presidente señor José De Gregorio fija la Reunión de Política Monetaria del mes de abril de 2009, para el día jueves 9. Posteriormente, ofrece la palabra al Gerente de División Estudios señor Pablo García para que presente las Opciones d"
"RPM-2008-12-11:2198:1","2198","2008-12-11","Sergio Lehmann Beresi","José De Gregorio Rebeco","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2198-1","FINAL_SIN_PUNTUACION",""," en particular alguna resistencia al descenso de la inflación y agrega que de hecho esa situación fue uno de los elementos que hoy día, el Banco Central de Brasil tomó en consideración para efectos de mantener su Tasa de Política Monetaria,","El Presidente señor José De Gregorio agradece la exposición del señor Sergio Lehmann respecto al escenario internacional y ofrece la palabra para consultas o comentarios."
"RPM-2009-03-12:2392:1","2392","2009-03-12","Jorge Desormeaux Jiménez","Sergio Lehmann Beresi","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2392-1","FINAL_SIN_PUNTUACION","","El señor Vicepresidente consulta si no se cuenta con datos más recientes que los que se han filtrado,","y el señor Sergio Lehmann informa que menos 0,5 de crecimiento es la cifra que se dio a conocer formalmente."
"RPM-2009-05-07:2532:3","2532","2009-05-07","Manuel Marfán Lewis","Claudio Soto Gamboa","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","elante. Si es todavía una reducción deseada de inventarios, entonces se está hablando de otra cosa, pero advierte que no se cuenta con buenas cifras de inventarios, sin que esto último sea una crítica a la Gerencia de División Estadísticas,","El Gerente de Análisis Macroeconómico señor Claudio Soto señala que la única evidencia disponible es la encuesta que para el mes de abril todavía muestra que los inventarios están por sobre lo deseado."
"RPM-2009-05-07:2535:1","2535","2009-05-07","Claudio Soto Gamboa","José De Gregorio Rebeco","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2535-1","FINAL_SIN_PUNTUACION","Residuo / , al final de Soto. Requiere cotejo textual; verificar el cambio de voz no cierra esta reserva ni elimina el aviso.","te a la presente Reunión, por lo que no dispuso de demasiado tiempo para analizarla. En su opinión personal, esta proyección estaría algo sesgada al alza en términos de inflación, y podría ser que se tenga menos inflación hacia delante. / ,","El Presidente señor José De Gregorio señala que mañana se va a contar con una proyección más definitiva. Indica que entre noviembre y diciembre, la inflación acumulada fue aproximadamente -1,3%, lo que quiere decir que noviembre y diciembre"
"RPM-2009-06-16:2555:1","2555","2009-06-16","Enrique Marshall Rivera","Manuel Marfán Lewis","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","El Consejero señor Enrique Marshall consulta si en el caso de Chile las importaciones de bienes de capital también están aumentando,","a lo cual el Consejero Manuel Marfán comenta que ellas están rebotando más que subiendo"
"RPM-2009-06-16:2556:2","2556","2009-06-16","Sebastián Claro Edwards","Sergio Lehmann Beresi","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","El Consejero Sebastián Claro consulta acerca de las razones por las que se califica como una sorpresa,","a lo cual el señor Lehmann responde que ello obedece a que las cifras resultantes fueron peores que las esperadas. El Gerente de Análisis Internacional continúa informando que, por primera vez después de casi un año, se han estado revisando"
"RPM-2009-06-16:2560:3","2560","2009-06-16","Manuel Marfán Lewis","Pablo García Silva","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2560-3","FINAL_SIN_PUNTUACION","","stas se concluye que las correspondientes a los meses anteriores eran malas, mientras que las del mes de mayo resultaron las peores en su conjunto y que, a su juicio, la gran noticia de esta reunión es que simplemente estas dejaron de caer,","a lo cual el Gerente de División Estudios, señor Pablo García, agrega que, desde el punto de vista de la economía mundial no hay antecedentes que hagan revisar el escenario del último Informe de Política Monetaria (IPoM)."
"RPM-2009-06-16:2565:1","2565","2009-06-16","Jorge Desormeaux Jiménez","Beltrán de Ramón Acevedo","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2565-1","FINAL_SIN_PUNTUACION","","El Vicepresidente señor Jorge Desormeaux resalta que la TIP está en el mismo nivel que en septiembre de 2008,","a lo cual el señor De Ramón precisa que actualmente se encuentra en 1,82% versus 1,83% de septiembre y que la tasa nominal en 3,68 % y 3,73%, respectivamente."
"RPM-2009-06-16:2566:3","2566","2009-06-16","Sergio Lehmann Beresi","Jorge Desormeaux Jiménez","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","a un período de 5 años plazo, por lo que sería similar o comparable con el bono análogo. Añade, que, de hecho, se ha pensado que la compensación inflacionaria se estaría normalizando después de un período en el que estuvo inusualmente baja,","planteamiento al cual el Vicepresidente señor Jorge Desormeaux complementa, señalando que cuando el mercado financiero se empieza a tranquilizar, los inversionistas tienden a abandonar los activos seguros en busca de activos más riesgosos y"
"RPM-2009-06-16:2567:4","2567","2009-06-16","Jorge Desormeaux Jiménez","Sergio Lehmann Beresi","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","Consulta el Vicepresidente señor Jorge Desormeaux si acaso se proyecta un precio promedio del petróleo de 60 o de alrededor de 70 dólares el barril para este año,","a lo cual el señor Lehmann responde que para el año 2009, el precio promedio se mantendría en 60 dólares el barril, pero que desde esta fecha y hasta fines del 2010 debería mantenerse en torno a 70 dólares el barril. A continuación,."
"RPM-2009-06-16:2576:1","2576","2009-06-16","Manuel Marfán Lewis","José De Gregorio Rebeco","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2576-1","FINAL_SIN_PUNTUACION","Fuera del límite revisado, el aporte de Cowan dice Gerente de División Política Monetaria. Cargo textual no certificado; conservar y cotejar, sin crear alias de cargo.","El Consejero señor Manuel Marfán consulta si lo expuesto podría interpretarse en términos que la política monetaria pudiera ser también menos expansiva de lo que refleja la tasa de interés,","en tanto el Presidente señor José De Gregorio pregunta acerca de si el MI crece menos que lo que estimaría la demanda."
"RPM-2009-06-16:2580:1","2580","2009-06-16","José De Gregorio Rebeco","Claudio Soto Gamboa","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2580-1","FINAL_SIN_PUNTUACION","","El Presidente señor José De Gregorio consulta acerca de las razones que avalarían que las existencias todavía se encuentren elevadas ,","a lo cual el señor Claudio Soto responde que el 60% de los encuestados responde que las existencias están por sobre lo deseado. Añade, que dícha información es distinta de aquélla que dice relación con la venta e importaciones de automóvile"
"RPM-2009-06-16:2583:1","2583","2009-06-16","José De Gregorio Rebeco","Claudio Soto Gamboa","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2583-1","FINAL_SIN_PUNTUACION","","El Presidente señor José De Gregorio consulta por la magnitud de la corrección trimestre a trimestre,","a lo cual el señor Soto responde que es de -4 puntos"
"RPM-2009-06-16:2583:4","2583","2009-06-16","José De Gregorio Rebeco","Kevin Cowan Logan","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2583-4","FINAL_SIN_PUNTUACION","","El Presidente señor José De Gregorio reitera su consultar en cuanto solicita la cifra absoluta,","a lo cual el señor Kevin Cowan responde que es de 0,2%, según el IPoM."
"RPM-2009-06-16:2588:1","2588","2009-06-16","Sebastián Claro Edwards","Claudio Soto Gamboa","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","El Consejero señor Sebastián Claro consulta acerca del porcentaje del alza de los combustibles que se explicará por el impuesto específico que se está postergando,","a lo que el Gerente de Análisis Macroeconómico responde que debería subir 2,5%, esto es, una UTM o experimentar aumentos del orden de 50 pesos, luego de lo cual existirían otros del orden de 50 ó 70 pesos, aproximadamente, que se traducen e"
"RPM-2009-06-16:2591:4","2591","2009-06-16","Manuel Marfán Lewis","Kevin Cowan Logan","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","El Consejero Manuel Marfán consulta si se ha realizado una discusión parecida en cuanto a la tasa mínima de política en otros países,","a lo cual el señor Kevin Cowan responde que ello se ha efectuado en Canadá, país que tuvo exactamente los mismos problemas que Chile respecto de los intermediarios del mercado, los que dependían esencialmente del resultado de la estructura "
"RPM-2009-07-09:2608:4","2608","2009-07-09","Andrés Velasco Brañes","Jorge Desormeaux Jiménez","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","El señor Velasco acota que para que eso sea posible, el crecimiento debe ser de dos dígitos, por lo menos,","a lo cual el señor Vicepresidente añade que, de acuerdo a algunos bancos de inversión, China ya estarla creciendo a más de 10% a tasa secuencial en el segundo trimestre,"
"RPM-2009-07-09:2608:5","2608","2009-07-09","Jorge Desormeaux Jiménez","Sergio Lehmann Beresi","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","a lo cual el señor Vicepresidente añade que, de acuerdo a algunos bancos de inversión, China ya estarla creciendo a más de 10% a tasa secuencial en el segundo trimestre,","y el señor Lehmann agrega que China es la economía que está liderando las proyecciones hacia el alza e impulsando particularmente el crecimiento en Asia, y que ello es coherente con lo que están proyectando también el Fondo Monetario Intern"
"RPM-2009-07-09:2609:1","2609","2009-07-09","José De Gregorio Rebeco","Sergio Lehmann Beresi","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2609-1","FINAL_SIN_PUNTUACION","","El Presidente consulta si la tasa efectiva es mayor que la estimada,","a lo cual el señor Lehmann responde que dicha tasa ha estado algo por debajo de la tasa que entregaron los modelos. Añade, que si se incorporara, particularmente, lo que es el balance del FED, esto es. SI se midiera en algún grado lo que es"
"RPM-2009-07-09:2613:2","2613","2009-07-09","Pablo García Silva","Manuel Marfán Lewis","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","s, y que sólo luego de un par de trimestres se podría constatar si ello es sostenible o no por el lado de la demanda más perdurable. En su opinión, si se aprecia que el aumento no ha retomado mucho dinamismo, se puede dar un segundo rebote,","a lo cual el Consejero señor Marfán sostiene que el efecto de inventarios sería, en tal caso, un greenshoot."
"RPM-2009-07-09:2615:1","2615","2009-07-09","Claudio Soto Gamboa","Andrés Velasco Brañes","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2615-1","FINAL_SIN_PUNTUACION","","pregunta del Consejero señor Sebastián Claro acerca de si el nivel final es el mismo, el señor Soto contesta que es más bajo, influenciado básicamente por lo acontecido en el mes de abril más que por lo que ocurrió en el mes de mayo pasado,","a lo cual el señor Ministro de Hacienda agrega que lo positivo, entre comillas, no es que haya mejorado mayo, sino que bajó la tasa."
"RPM-2009-07-09:2619:3","2619","2009-07-09","Igal Magendzo Weinberger","Pablo García Silva","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2619-3","FINAL_SIN_PUNTUACION","","l asesor del Ministro de Hacienda, señor Igal Magendzo, indica que para crecer -0.75% en el año habría que hacerlo al 6% en doce meses en el cuarto trimestre, y consulta si se tiene alguna indicación acerca de la velocidad que ello implica,","a lo cual el Gerente de División Estudios responde que se necesita un crecimiento anualizado de entre 10 y 15% secuencial en el tercer y cuarto trimestres. Precisa, que con los datos de los IMACEC implícitos en el segundo trimestre, se calc"
"RPM-2009-07-09:2620:3","2620","2009-07-09","Manuel Marfán Lewis","Pablo García Silva","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","evó considerablemente y que, incluso, este muchas veces ha quedado obsoleto antes de un mes. En su opinión, ahora se debería abandonar el escenario de crecimiento del IPoM, y consulta si el staff Wer\e alguna percepción en el mismo sentido,","a lo cual el señor Pablo García señala que, a su juicio, es lo que correspondería hacer y precisa que la pregunta relevante es si ello se quiere transmitir o no."
"RPM-2009-07-09:2621:1","2621","2009-07-09","José De Gregorio Rebeco","Pablo García Silva","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2621-1","FINAL_SIN_PUNTUACION","","El Presidente consulta asimismo, acerca de la cifra de la Encuesta de Expectativas para el presente trimestre,","a lo cual el señor Pablo García responde que asciende a -3,5%,"
"RPM-2009-07-09:2621:2","2621","2009-07-09","Pablo García Silva","Claudio Soto Gamboa","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2621-2","FINAL_SIN_PUNTUACION","","a lo cual el señor Pablo García responde que asciende a -3,5%,","y el señor Claudio Soto agrega que esta se corrigió de -1 a -5% para el año."
"RPM-2009-07-09:2622:3","2622","2009-07-09","Claudio Soto Gamboa","José De Gregorio Rebeco","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2622-3","FINAL_SIN_PUNTUACION","","El señor Claud io Soto precisa que se trata de 7,3%,","a lo cual el Presidente señala que es más fuerte aún y que le llama la atención que ese -4,8% sea menor que el -2,1% contemplado en el Informe del primer trimestre ."
"RPM-2009-07-09:2624:2","2624","2009-07-09","Claudio Soto Gamboa","José De Gregorio Rebeco","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","es subyacentes, como el IPCX1, tuvieron variaciones negativas en el mes, de -0,2%. A una consulta formulada por el Ministro de Hacienda, el señor Claudio Soto responde que el IPC en doce meses alcanzó a estar solo un mes dentro de la banda,","a lo cual el Presidente señor José De Gregorio agregó que el Banco considera que el promedio sea de 3%, por lo que habría que compensar un 9,9%."
"RPM-2009-07-09:2626:1","2626","2009-07-09","José De Gregorio Rebeco","Kevin Cowan Logan","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2626-1","FINAL_SIN_PUNTUACION","","s tasas de interés de los créditos de consumo, que se redujeron a todos los plazos, especialmente, las de a más de tres años que disminuyeron entre 90 y 120pb. Añade, que las tasas de interés de las colocaciones comerciales cayeron bajo 6%,","a lo cual el Gerente de División Política Financiera especifica que esa reducción se refiere a esos antecedentes respecto de la última Reunión."
"RPM-2009-07-09:2627:2","2627","2009-07-09","José De Gregorio Rebeco","Kevin Cowan Logan","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","as del BCP-5, y sería deseable sujetarlas a la trayectoria de esa tasa lo que estima de relevancia obtener. Asimismo, consulta acerca de la fecha en que se difundirá la Encuesta de Crédito, por proporcionar información muy útil al respecto,","a lo cual el señor Kevin Cowan indica que la encuesta se efectuó la última semana de junio, por lo que se dispondrá de ella dentro de dos semanas."
"RPM-2009-07-09:2628:3","2628","2009-07-09","Andrés Velasco Brañes","Pablo García Silva","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2628-3","FINAL_SIN_PUNTUACION","","El Ministro de Hacienda consulta acerca de cómo se define una anomalía,","a lo cual el Gerente de División Estudios responde que se trata de un residuo positivo que se infiere de la trayectoria implícita para la Tasa de Política Monetaria en adelante en la curva forward y por las medidas de riesgo que vienen dada"
"RPM-2009-07-09:2635:1","2635","2009-07-09","José De Gregorio Rebeco","Claudio Soto Gamboa","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2635-1","FINAL_SIN_PUNTUACION","","El Presidente señor José De Gregorio afirma que los porcentajes mencionados corresponden al promedio, por lo que estima que la mediana es más baja,","a lo cual el señor Claudio Soto confirma lo expuesto en cuanto a que se trata de los promedios. En general, acota, que las expectativas de inflación de esta fecha a un año son bajas y que en la Encuesta de Expectativas a dos años se sitúa e"
"RPM-2009-07-09:2635:3","2635","2009-07-09","José De Gregorio Rebeco","Pablo García Silva","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2635-3","FINAL_SIN_PUNTUACION","","El Presidente señor José De Gregorio plantea que con los nuevos benchmarks la curva ha sido mucho más elevada que la forward que se deriva como modelo,","a lo cual el Gerente de División Estudios indica que ello es efectivo, pero que la dirección del diagnóstico es la misma, esto es, que si se hubiera aplanado la curva forward, se habría generado un problema."
"RPM-2009-07-09:2637:4","2637","2009-07-09","Jorge Desormeaux Jiménez","Pablo García Silva","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2637-4","FINAL_SIN_PUNTUACION","","En primer término, el Vicepresidente, señor Jorge Desormeaux, consulta acerca de las razones por las cuales la Encuesta de Expectativas arroja una diferencia de 100 pb con respecto de la forward al final de la proyección,","a lo cual el Gerente de División Estudios, señor Pablo García, responde que se trata de una razón relacionada con la curva forward, ya que en razón del bajo nivel de la Tasa de Política Monetaria, se genera la incertidumbre respecto de que "
"RPM-2009-07-09:2644:1","2644","2009-07-09","José De Gregorio Rebeco","Luis Felipe Céspedes Cifuentes","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","El Presidente concede la palabra al Gerente de Investigación Económica, señor Luis Felipe Céspedes,","quien comienza su exposición señalando que así como fue discutido en la sesión de la mañana y tal como lo indica la Minuta de Opciones, es necesario imprimir un impulso monetario adicional al ya contemplado en el escenario central del IPoM "
"RPM-2009-08-13:2661:1","2661","2009-08-13","Andrés Velasco Brañes","Sergio Lehmann Beresi","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","El Ministro de Hacienda pregunta si la ponderación entre países latinoamericanos también es a PPP,","a lo cual el señor Lehmann responde que para efectos de las agrupaciones también lo es a PPP. En el caso del año 2010, añade que las revisiones son bien marginales y bastante homogéneas en el grupo de países presentados"
"RPM-2009-08-13:2661:5","2661","2009-08-13","Jorge Desormeaux Jiménez","Sergio Lehmann Beresi","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","El señor Desormeaux acota que hay que tomar debida nota de que en las últimas dos o tres semanas ha habido un cambio de sentimiento significativo, que no está considerado en el Informe del FMI,","acotación que es confirmada por el señor Lehmann."
"RPM-2009-08-13:2661:8","2661","2009-08-13","Andrés Velasco Brañes","José De Gregorio Rebeco","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","El Ministro señor Velasco pregunta qué relación tienen los flujos del mercado laboral con la productividad,","a lo cual el Presidente señor De Gregorio responde que, dado que la PTF es un residuo, el flujo de inmigración tiene que ver con la composición de la fuerza de trabajo, con el capital humano. Explica que si los inmigrantes tienen habilidade"
"RPM-2009-08-13:2661:10","2661","2009-08-13","Andrés Velasco Brañes","Sergio Lehmann Beresi","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","El efecto debiera ser menor y al revés, acota el Ministro,","y el señor Lehmann complementa que será necesario afinar el análisis."
"RPM-2009-08-13:2664:2","2664","2009-08-13","Pablo García Silva","Sergio Lehmann Beresi","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2664-2","FINAL_SIN_PUNTUACION","","El Gerente de División de Estudios responde que ello obedece a que hay un cambio de la frecuencia del eje del gráfico, que primero va mes a mes y luego año a año,","a lo cual el señor Lehmann acota que es un tema visual."
"RPM-2009-08-13:2666:2","2666","2009-08-13","Andrés Velasco Brañes","Sergio Lehmann Beresi","SIN_FICHA_BILATERAL","","FINAL_SIN_PUNTUACION","","El Ministro consulta si esos rendimientos son de bonos del gobierno o si hay algún riesgo de premio privado,","a lo cual el señor Lehmann responde que existen tasas de nesgo a distintos periodos En todo caso, el Gerente señor Lehmann hace presente que lo que se está observando es que las pendientes de las curvas han estado subiendo y que el aumento "
"RPM-2009-08-13:2667:1","2667","2009-08-13","Andrés Velasco Brañes","Sergio Lehmann Beresi","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2667-1","FINAL_SIN_PUNTUACION","El intervalo derecho conserva FINAL_SIN_PUNTUACION y TEXTO_DANADO_POR_COTEJAR; y el Gerente de sigue sin resolver. No certificar exclusividad de todo ese intervalo.","El señor Ministro de Hacienda consulta si estas empresas son las usuarias de cobre en Chile o fuera de Chile,","a lo cual el Gerente de Análisis Internacional responde que cada uno de los países se pondera por el consumo de cobre correspondiente, y el Gerente de"
"RPM-2009-08-13:2670:1","2670","2009-08-13","José De Gregorio Rebeco","Pablo García Silva","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2670-1","FINAL_SIN_PUNTUACION","","El Presidente De Gregorio pregunta en cuánto cerrará el cuarto trimestre,","a lo cual el Gerente de División de Estudios responde que si se hace un ejercicio muy simple, que es mantener la velocidad registrada en junio para todos los meses del segundo semestre, que fue de 0,7%, la variación anual sería cercana a -1"
"RPM-2009-08-13:2671:2","2671","2009-08-13","Pablo García Silva","Claudio Soto Gamboa","LIMITE_REVISADO_SIN_CIERRE","COMA-20260908-L1-2671-2","FINAL_SIN_PUNTUACION","","nda sobre mayores antecedentes de este último, el Gerente de División de Estudios indica que la dinámica del año 1999 fue similar, cuando se produjo un aumento en el empleo por cuenta propia al mismo tiempo que el asalariado estaba cayendo,","a lo cual el señor Claudio Soto agrega que en 1998 se registró un alto nivel de servicios comunales, el que se repite ahora, conforme lo indica el último dato disponible."
